ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line,ball_destination,shot_name
19.6,"S Kaul to Krunal Pandya, SIX, a four-ball unbeaten 20 for Krunal and he has lifted MI to 208, length ball at the stumps - Krunal gets under it and sends it high and over long-on. Warner can only watch it sail into the stands. Krunal is absolutely thrilled as he walks back",1st Inns,17t,Mumbai Indians,Sunrisers Hyderabad,"Mumbai Indians (Playing XI): Quinton de Kock(w), Rohit Sharma(c), Suryakumar Yadav, Ishan Kishan, Kieron Pollard, Hardik Pandya, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah","Sunrisers Hyderabad (Playing XI): David Warner(c), Jonny Bairstow(w), Manish Pandey, Kane Williamson, Priyam Garg, Abhishek Sharma, Abdul Samad, Rashid Khan, Sandeep Sharma, Siddarth Kaul, T Natarajan",,,IPL,2020,"Sharjah Cricket Stadium,Sharjah","Oct 04,2020",Mumbai Indians have won the toss and have opted to bat,Mumbai Indians won by 34 runs,Trent Boult,MI,bat,MI,SRH,Krunal Pandya,S Kaul,6,0,Good,stump line,long-on,beaten
19.5," S Kaul to Krunal Pandya, FOUR, hat-trick of boundaries, low full-toss outside off, Krunal stayed deep inside the crease and scythed the drive wide of extra-cover. no wonder, he looks absolutely chuffed ",1st Inns,17t,Mumbai Indians,Sunrisers Hyderabad,"Mumbai Indians (Playing XI): Quinton de Kock(w), Rohit Sharma(c), Suryakumar Yadav, Ishan Kishan, Kieron Pollard, Hardik Pandya, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah","Sunrisers Hyderabad (Playing XI): David Warner(c), Jonny Bairstow(w), Manish Pandey, Kane Williamson, Priyam Garg, Abhishek Sharma, Abdul Samad, Rashid Khan, Sandeep Sharma, Siddarth Kaul, T Natarajan",,,IPL,2020,"Sharjah Cricket Stadium,Sharjah","Oct 04,2020",Mumbai Indians have won the toss and have opted to bat,Mumbai Indians won by 34 runs,Trent Boult,MI,bat,MI,SRH,Krunal Pandya, S Kaul,4,0,Full toss,off side,cover,cover drive
19.4," S Kaul to Krunal Pandya, FOUR, Krunal is finishing in some style - low full-toss at the stumps, he gets under it and drilled it back past the bowler, the fielder at long-on has no chance ",1st Inns,17t,Mumbai Indians,Sunrisers Hyderabad,"Mumbai Indians (Playing XI): Quinton de Kock(w), Rohit Sharma(c), Suryakumar Yadav, Ishan Kishan, Kieron Pollard, Hardik Pandya, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah","Sunrisers Hyderabad (Playing XI): David Warner(c), Jonny Bairstow(w), Manish Pandey, Kane Williamson, Priyam Garg, Abhishek Sharma, Abdul Samad, Rashid Khan, Sandeep Sharma, Siddarth Kaul, T Natarajan",,,IPL,2020,"Sharjah Cricket Stadium,Sharjah","Oct 04,2020",Mumbai Indians have won the toss and have opted to bat,Mumbai Indians won by 34 runs,Trent Boult,MI,bat,MI,SRH,Krunal Pandya, S Kaul,4,0,Full toss,stump line,long-on,
19.3," S Kaul to Krunal Pandya, SIX, smashed, change of pace and Krunal spotted it early, threw everything he had on the slog, gets enough to clear the fielder at long-on by a distance ",1st Inns,17t,Mumbai Indians,Sunrisers Hyderabad,"Mumbai Indians (Playing XI): Quinton de Kock(w), Rohit Sharma(c), Suryakumar Yadav, Ishan Kishan, Kieron Pollard, Hardik Pandya, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah","Sunrisers Hyderabad (Playing XI): David Warner(c), Jonny Bairstow(w), Manish Pandey, Kane Williamson, Priyam Garg, Abhishek Sharma, Abdul Samad, Rashid Khan, Sandeep Sharma, Siddarth Kaul, T Natarajan",,,IPL,2020,"Sharjah Cricket Stadium,Sharjah","Oct 04,2020",Mumbai Indians have won the toss and have opted to bat,Mumbai Indians won by 34 runs,Trent Boult,MI,bat,MI,SRH,Krunal Pandya, S Kaul,6,0,,,long-on,slog shot
19.2," S Kaul to Hardik Pandya, out Bowled!! The perfect yorker, this time by Siddarth and he has Hardik's stumps in a mess. Came from round the wicket - fired it very full and at the stumps, Hardik was opening himself on the helicopter shot, missed and the ball pinged the leg-stump, off his back-pad. If it hadn't hit the stumps, he would have been OUT plumb LBW. Hardik Pandya b S Kaul 28(19) [4s-2 6s-2] ",1st Inns,17t,Mumbai Indians,Sunrisers Hyderabad,"Mumbai Indians (Playing XI): Quinton de Kock(w), Rohit Sharma(c), Suryakumar Yadav, Ishan Kishan, Kieron Pollard, Hardik Pandya, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah","Sunrisers Hyderabad (Playing XI): David Warner(c), Jonny Bairstow(w), Manish Pandey, Kane Williamson, Priyam Garg, Abhishek Sharma, Abdul Samad, Rashid Khan, Sandeep Sharma, Siddarth Kaul, T Natarajan",,,IPL,2020,"Sharjah Cricket Stadium,Sharjah","Oct 04,2020",Mumbai Indians have won the toss and have opted to bat,Mumbai Indians won by 34 runs,Trent Boult,MI,bat,MI,SRH,Hardik Pandya, S Kaul,out,out,yorker,stump line,,beaten
19.1," S Kaul to Pollard, 1 run, low full-toss from Kaul, Pollard can't get underneath the lofted shovel, the ball bounces well in front of deep mid-wicket ",1st Inns,17t,Mumbai Indians,Sunrisers Hyderabad,"Mumbai Indians (Playing XI): Quinton de Kock(w), Rohit Sharma(c), Suryakumar Yadav, Ishan Kishan, Kieron Pollard, Hardik Pandya, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah","Sunrisers Hyderabad (Playing XI): David Warner(c), Jonny Bairstow(w), Manish Pandey, Kane Williamson, Priyam Garg, Abhishek Sharma, Abdul Samad, Rashid Khan, Sandeep Sharma, Siddarth Kaul, T Natarajan",,,IPL,2020,"Sharjah Cricket Stadium,Sharjah","Oct 04,2020",Mumbai Indians have won the toss and have opted to bat,Mumbai Indians won by 34 runs,Trent Boult,MI,bat,MI,SRH,Pollard, S Kaul,1,0,Full toss,,mid-wicket,
18.6," T Natarajan to Hardik Pandya, no run, this is exceptional from Natarajan, has managed to keep both Hardik and Pollard quiet - another pin-point yorker on off, Hardik, despite all the shuffling in the crease can only manage to dig it out to the bowler ",1st Inns,17t,Mumbai Indians,Sunrisers Hyderabad,"Mumbai Indians (Playing XI): Quinton de Kock(w), Rohit Sharma(c), Suryakumar Yadav, Ishan Kishan, Kieron Pollard, Hardik Pandya, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah","Sunrisers Hyderabad (Playing XI): David Warner(c), Jonny Bairstow(w), Manish Pandey, Kane Williamson, Priyam Garg, Abhishek Sharma, Abdul Samad, Rashid Khan, Sandeep Sharma, Siddarth Kaul, T Natarajan",,,IPL,2020,"Sharjah Cricket Stadium,Sharjah","Oct 04,2020",Mumbai Indians have won the toss and have opted to bat,Mumbai Indians won by 34 runs,Trent Boult,MI,bat,MI,SRH,Hardik Pandya, T Natarajan,0,0,yorker,off side,point,
18.5," T Natarajan to Pollard, 1 run, very full and just outside off, driven hard and down to Warner at long-on for a single ",1st Inns,17t,Mumbai Indians,Sunrisers Hyderabad,"Mumbai Indians (Playing XI): Quinton de Kock(w), Rohit Sharma(c), Suryakumar Yadav, Ishan Kishan, Kieron Pollard, Hardik Pandya, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah","Sunrisers Hyderabad (Playing XI): David Warner(c), Jonny Bairstow(w), Manish Pandey, Kane Williamson, Priyam Garg, Abhishek Sharma, Abdul Samad, Rashid Khan, Sandeep Sharma, Siddarth Kaul, T Natarajan",,,IPL,2020,"Sharjah Cricket Stadium,Sharjah","Oct 04,2020",Mumbai Indians have won the toss and have opted to bat,Mumbai Indians won by 34 runs,Trent Boult,MI,bat,MI,SRH,Pollard, T Natarajan,1,0,Full,off side,long-on,on drive
18.4," T Natarajan to Hardik Pandya, 1 run, very full and wide of off, he's bowling to his field - Natarajan - driven to deep cover for a single ",1st Inns,17t,Mumbai Indians,Sunrisers Hyderabad,"Mumbai Indians (Playing XI): Quinton de Kock(w), Rohit Sharma(c), Suryakumar Yadav, Ishan Kishan, Kieron Pollard, Hardik Pandya, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah","Sunrisers Hyderabad (Playing XI): David Warner(c), Jonny Bairstow(w), Manish Pandey, Kane Williamson, Priyam Garg, Abhishek Sharma, Abdul Samad, Rashid Khan, Sandeep Sharma, Siddarth Kaul, T Natarajan",,,IPL,2020,"Sharjah Cricket Stadium,Sharjah","Oct 04,2020",Mumbai Indians have won the toss and have opted to bat,Mumbai Indians won by 34 runs,Trent Boult,MI,bat,MI,SRH,Hardik Pandya, T Natarajan,1,0,Full,wide,deep cover,drive
18.3," T Natarajan to Hardik Pandya, FOUR, nicely played, Natarajan missed his yorker by an inch, but that's enough for Hardik - opens the face of the bat and slices the drive over backward point for a boundary ",1st Inns,17t,Mumbai Indians,Sunrisers Hyderabad,"Mumbai Indians (Playing XI): Quinton de Kock(w), Rohit Sharma(c), Suryakumar Yadav, Ishan Kishan, Kieron Pollard, Hardik Pandya, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah","Sunrisers Hyderabad (Playing XI): David Warner(c), Jonny Bairstow(w), Manish Pandey, Kane Williamson, Priyam Garg, Abhishek Sharma, Abdul Samad, Rashid Khan, Sandeep Sharma, Siddarth Kaul, T Natarajan",,,IPL,2020,"Sharjah Cricket Stadium,Sharjah","Oct 04,2020",Mumbai Indians have won the toss and have opted to bat,Mumbai Indians won by 34 runs,Trent Boult,MI,bat,MI,SRH,Hardik Pandya, T Natarajan,4,0,yorker,,backward point,beaten
