ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line
19.6," Harshal Patel to Shreyas Gopal, 1 run, good yorker follow Gopal as he backed away, Gopal drills it to long-on and RR will finish with 177 ",1st Inns,16t,Royal Challengers Bangalore,Rajasthan Royals,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Shahbaz Ahmed, Glenn Maxwell, AB de Villiers(w), Washington Sundar, Kyle Jamieson, Kane Richardson, Harshal Patel, Mohammed Siraj, Yuzvendra Chahal","Rajasthan Royals (Playing XI): Jos Buttler, Manan Vohra, Sanju Samson(w/c), Shivam Dube, David Miller, Riyan Parag, Rahul Tewatia, Chris Morris, Shreyas Gopal, Chetan Sakariya, Mustafizur Rahman",,,IPL,2021,"Wankhede Stadium,Mumbai","Apr 22,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 10 wkts,Devdutt Padikkal,RCB,field,RR,RCB,Shreyas Gopal, Harshal Patel,1,0,Good,
19.5," Harshal Patel to Shreyas Gopal, no run, good yorker, driven very well but picked out cover ",1st Inns,16t,Royal Challengers Bangalore,Rajasthan Royals,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Shahbaz Ahmed, Glenn Maxwell, AB de Villiers(w), Washington Sundar, Kyle Jamieson, Kane Richardson, Harshal Patel, Mohammed Siraj, Yuzvendra Chahal","Rajasthan Royals (Playing XI): Jos Buttler, Manan Vohra, Sanju Samson(w/c), Shivam Dube, David Miller, Riyan Parag, Rahul Tewatia, Chris Morris, Shreyas Gopal, Chetan Sakariya, Mustafizur Rahman",,,IPL,2021,"Wankhede Stadium,Mumbai","Apr 22,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 10 wkts,Devdutt Padikkal,RCB,field,RR,RCB,Shreyas Gopal, Harshal Patel,0,0,Good,
19.4," Harshal Patel to Shreyas Gopal, SIX, ah there is a batsman who has picked Harshal Patel's slower ball. Gopal stays deep in the crease and slogs, gets a vital maximum. Virat isn't happy. Every run in crucial now ",1st Inns,16t,Royal Challengers Bangalore,Rajasthan Royals,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Shahbaz Ahmed, Glenn Maxwell, AB de Villiers(w), Washington Sundar, Kyle Jamieson, Kane Richardson, Harshal Patel, Mohammed Siraj, Yuzvendra Chahal","Rajasthan Royals (Playing XI): Jos Buttler, Manan Vohra, Sanju Samson(w/c), Shivam Dube, David Miller, Riyan Parag, Rahul Tewatia, Chris Morris, Shreyas Gopal, Chetan Sakariya, Mustafizur Rahman",,,IPL,2021,"Wankhede Stadium,Mumbai","Apr 22,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 10 wkts,Devdutt Padikkal,RCB,field,RR,RCB,Shreyas Gopal, Harshal Patel,6,0,,
19.3," Harshal Patel to Shreyas Gopal, no run, hat-trick ball but Shreyas Gopal drives this slower ball along the ground to cover ",1st Inns,16t,Royal Challengers Bangalore,Rajasthan Royals,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Shahbaz Ahmed, Glenn Maxwell, AB de Villiers(w), Washington Sundar, Kyle Jamieson, Kane Richardson, Harshal Patel, Mohammed Siraj, Yuzvendra Chahal","Rajasthan Royals (Playing XI): Jos Buttler, Manan Vohra, Sanju Samson(w/c), Shivam Dube, David Miller, Riyan Parag, Rahul Tewatia, Chris Morris, Shreyas Gopal, Chetan Sakariya, Mustafizur Rahman",,,IPL,2021,"Wankhede Stadium,Mumbai","Apr 22,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 10 wkts,Devdutt Padikkal,RCB,field,RR,RCB,Shreyas Gopal, Harshal Patel,0,0,,
19.2," Harshal Patel to Chetan Sakariya, out Caught by de Villiers!! If you have a good slower - Harshal's cutters haven't been picked well this season - you can take wickets for fun against tailenders. Sakariya way too early into the loft, hits it very very high, AB completes the catch at short cover and tumbles. Three for Harshal as well. Chetan Sakariya c de Villiers b Harshal Patel 0(1) ",1st Inns,16t,Royal Challengers Bangalore,Rajasthan Royals,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Shahbaz Ahmed, Glenn Maxwell, AB de Villiers(w), Washington Sundar, Kyle Jamieson, Kane Richardson, Harshal Patel, Mohammed Siraj, Yuzvendra Chahal","Rajasthan Royals (Playing XI): Jos Buttler, Manan Vohra, Sanju Samson(w/c), Shivam Dube, David Miller, Riyan Parag, Rahul Tewatia, Chris Morris, Shreyas Gopal, Chetan Sakariya, Mustafizur Rahman",,,IPL,2021,"Wankhede Stadium,Mumbai","Apr 22,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 10 wkts,Devdutt Padikkal,RCB,field,RR,RCB,Chetan Sakariya, Harshal Patel,out,out,Good,
19.1," Harshal Patel to Chris Morris, out Caught by Chahal!! Important scalp for RCB because Morris could have got those extra few runs. He moved to the off-side to access the fine leg region with Chahal inside the ring, but Harshal Patel wisely followed him with a low full toss and the bat face was too straight to escape the infield and it's a simple chance for Chahal at short fine leg. Chris Morris c Chahal b Harshal Patel 10(7) [6s-1] ",1st Inns,16t,Royal Challengers Bangalore,Rajasthan Royals,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Shahbaz Ahmed, Glenn Maxwell, AB de Villiers(w), Washington Sundar, Kyle Jamieson, Kane Richardson, Harshal Patel, Mohammed Siraj, Yuzvendra Chahal","Rajasthan Royals (Playing XI): Jos Buttler, Manan Vohra, Sanju Samson(w/c), Shivam Dube, David Miller, Riyan Parag, Rahul Tewatia, Chris Morris, Shreyas Gopal, Chetan Sakariya, Mustafizur Rahman",,,IPL,2021,"Wankhede Stadium,Mumbai","Apr 22,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 10 wkts,Devdutt Padikkal,RCB,field,RR,RCB,Chris Morris, Harshal Patel,out,out,Full,
18.6,"Siraj to Rahul Tewatia, out Caught by Shahbaz Ahmed!! Hasn't hit this all that well, taken at deep mid-wicket. But Tewatia has played a very good cameo. Siraj smiles after getting his third. He dropped this slower ball short and into the wicket and this meant Tewatia had to manufacture all the power. He pulled but didn't get enough height and distance on that. Rahul Tewatia c Shahbaz Ahmed b Siraj 40(23) [4s-4 6s-2]",1st Inns,16t,Royal Challengers Bangalore,Rajasthan Royals,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Shahbaz Ahmed, Glenn Maxwell, AB de Villiers(w), Washington Sundar, Kyle Jamieson, Kane Richardson, Harshal Patel, Mohammed Siraj, Yuzvendra Chahal","Rajasthan Royals (Playing XI): Jos Buttler, Manan Vohra, Sanju Samson(w/c), Shivam Dube, David Miller, Riyan Parag, Rahul Tewatia, Chris Morris, Shreyas Gopal, Chetan Sakariya, Mustafizur Rahman",,,IPL,2021,"Wankhede Stadium,Mumbai","Apr 22,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 10 wkts,Devdutt Padikkal,RCB,field,RR,RCB,Rahul Tewatia,Siraj,out,out,Good,stump line
18.5," Siraj to Rahul Tewatia, FOUR, this is excellent batting. Fine leg, so he knew if he danced around the bowler could be rattled. And Siraj went off his radar and bowled a short delivery, to which Tewatia got inside the line and happily scooped over AB. Virat looks down ",1st Inns,16t,Royal Challengers Bangalore,Rajasthan Royals,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Shahbaz Ahmed, Glenn Maxwell, AB de Villiers(w), Washington Sundar, Kyle Jamieson, Kane Richardson, Harshal Patel, Mohammed Siraj, Yuzvendra Chahal","Rajasthan Royals (Playing XI): Jos Buttler, Manan Vohra, Sanju Samson(w/c), Shivam Dube, David Miller, Riyan Parag, Rahul Tewatia, Chris Morris, Shreyas Gopal, Chetan Sakariya, Mustafizur Rahman",,,IPL,2021,"Wankhede Stadium,Mumbai","Apr 22,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 10 wkts,Devdutt Padikkal,RCB,field,RR,RCB,Rahul Tewatia, Siraj,4,0,Short,
18.4," Siraj to Rahul Tewatia, 2 runs, slower delivery, Tewatia slaps it back over the bowler's head to long-on ",1st Inns,16t,Royal Challengers Bangalore,Rajasthan Royals,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Shahbaz Ahmed, Glenn Maxwell, AB de Villiers(w), Washington Sundar, Kyle Jamieson, Kane Richardson, Harshal Patel, Mohammed Siraj, Yuzvendra Chahal","Rajasthan Royals (Playing XI): Jos Buttler, Manan Vohra, Sanju Samson(w/c), Shivam Dube, David Miller, Riyan Parag, Rahul Tewatia, Chris Morris, Shreyas Gopal, Chetan Sakariya, Mustafizur Rahman",,,IPL,2021,"Wankhede Stadium,Mumbai","Apr 22,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 10 wkts,Devdutt Padikkal,RCB,field,RR,RCB,Rahul Tewatia, Siraj,2,0,,
18.3," Siraj to Rahul Tewatia, SIX, neat, very neat this time. Full and wide of off, he is standing across the sticks precisely to reach for these balls. Smashes it over cover ",1st Inns,16t,Royal Challengers Bangalore,Rajasthan Royals,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Shahbaz Ahmed, Glenn Maxwell, AB de Villiers(w), Washington Sundar, Kyle Jamieson, Kane Richardson, Harshal Patel, Mohammed Siraj, Yuzvendra Chahal","Rajasthan Royals (Playing XI): Jos Buttler, Manan Vohra, Sanju Samson(w/c), Shivam Dube, David Miller, Riyan Parag, Rahul Tewatia, Chris Morris, Shreyas Gopal, Chetan Sakariya, Mustafizur Rahman",,,IPL,2021,"Wankhede Stadium,Mumbai","Apr 22,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 10 wkts,Devdutt Padikkal,RCB,field,RR,RCB,Rahul Tewatia, Siraj,6,0,Full,wide
